id;station_code;maintenance_id;equipment_id;work_type;usage;description;maintenance_date
4531;NCJ05;NCJ05-1;ZZ-NCJ05-2022;Penggantian;;00000;2022-09-22
4532;NCJ05;NCJ05-1;ZZ-NCJ05-2022-2;Penggantian;;00000;2022-09-22
4533;NCJ05;NCJ05-1;ZZ-NCJ05-2022-3;Penggantian;;00000;2022-09-22
4534;NCJ05;NCJ05-1;CIS-NCJ05-2022;Penggantian;;00000;2022-09-22
4535;NCJ06;NCJ06-1;;Pembersihan;;00000;2022-09-16
4536;NCJ06;NCJ06-1;;Lain-lain;;00000;2022-09-16
4537;NCJ06;NCJ06-1;;Undefined;;00000;2022-09-16
4538;NCJ06;NCJ06-1;;Perbaikan;;00000;2022-09-16
4539;NCJ06;NCJ06-1;ZZ-NCJ06-2022;Penggantian;;00000;2022-09-16
4540;NCJ06;NCJ06-1;ZZ-NCJ06-2022-2;Penggantian;;00000;2022-09-16
4541;NCJ06;NCJ06-1;ZZ-NCJ06-2022-3;Penggantian;;00000;2022-09-16
4542;NCJ06;NCJ06-1;CIS-NCJ06-2022;Penggantian;;00000;2022-09-16
4543;NCJ07;NCJ07-1;;Pembersihan;;00000;2022-09-19
4544;NCJ07;NCJ07-1;ZZ-NCJ07-2022;Penggantian;;00000;2022-09-19
4545;NCJ07;NCJ07-1;ZZ-NCJ07-2022-2;Penggantian;;00000;2022-09-19
4546;NCJ07;NCJ07-1;ZZ-NCJ07-2022-3;Penggantian;;00000;2022-09-19
4547;NCJ07;NCJ07-1;ZZ-NCJ07-2022-4;Penggantian;;00000;2022-09-19
4548;NCJ07;NCJ07-1;CIS-NCJ07-2022;Penggantian;;00000;2022-09-19
4549;NCJ07;NCJ07-1;;Perbaikan;;00000;2022-09-19
4550;NCJ07;NCJ07-1;;Undefined;;00000;2022-09-19
4551;NCJ08;NCJ08-1;;Pembersihan;;00000;2022-10-01
4552;NCJ08;NCJ08-1;;Undefined;;00000;2022-10-01
4553;NCJ08;NCJ08-1;;Perbaikan;;00000;2022-10-01
4554;NCJ08;NCJ08-1;ZZ-NCJ08-2022;Penggantian;;00000;2022-10-01
4555;NCJ08;NCJ08-1;ZZ-NCJ08-2022-2;Penggantian;;00000;2022-10-01
4556;NCJ08;NCJ08-1;ZZ-NCJ08-2022-3;Penggantian;;00000;2022-10-01
4557;NCJ08;NCJ08-1;ZZ-NCJ08-2022-4;Penggantian;;00000;2022-10-01
4558;NCJ08;NCJ08-1;CIS-NCJ08-2022;Penggantian;;00000;2022-10-01
4559;NCJ08;NCJ08-1;ZZ-NCJ08-2022-5;Penggantian;;00000;2022-10-01
4560;NCJ09;NCJ09-1;ZZ-NCJ09-2022;Penggantian;;00000;2022-09-25
4561;NCJ09;NCJ09-1;ZZ-NCJ09-2022-2;Penggantian;;00000;2022-09-25
4562;NCJ09;NCJ09-1;CIS-NCJ09-2022;Penggantian;;00000;2022-09-25
4563;NCJ09;NCJ09-1;ZZ-NCJ09-2022-3;Penggantian;;00000;2022-09-25
4564;NCJ09;NCJ09-1;ZZ-NCJ09-2022-4;Penggantian;;00000;2022-09-25
4565;NCJ10;NCJ10-1;;Pembersihan;;00000;2022-09-10
4566;NCJ10;NCJ10-1;ZZ-NCJ10-2022;Penggantian;;00000;2022-09-10
4567;NCJ10;NCJ10-1;CIS-NCJ10-2022;Penggantian;;00000;2022-09-10
4568;NCJ10;NCJ10-1;ZZ-NCJ10-2022-2;Penggantian;;00000;2022-09-10
4569;NCJ10;NCJ10-1;ZZ-NCJ10-2022-3;Penggantian;;00000;2022-09-10
4570;NCJ11;NCJ11-1;CIS-NCJ11-2022;Penggantian;;00000;2022-09-19
4571;NCJ11;NCJ11-1;ZZ-NCJ11-2022;Penggantian;;00000;2022-09-19
4572;NCJ11;NCJ11-1;ZZ-NCJ11-2022-2;Penggantian;;00000;2022-09-19
4573;NCJ12;NCJ12-1;CIS-NCJ12-2022;Penggantian;;00000;2022-09-13
4574;NCJ12;NCJ12-1;ZZ-NCJ12-2022;Penggantian;;00000;2022-09-13
4575;NCJ13;NCJ13-1;ZZ-NCJ13-2022;Penggantian;;00000;2022-09-22
4576;NCJ13;NCJ13-1;ZZ-NCJ13-2022-2;Penggantian;;00000;2022-09-22
4577;NCJ13;NCJ13-1;ZZ-NCJ13-2022-3;Penggantian;;00000;2022-09-22
4578;NCJ13;NCJ13-1;CIS-NCJ13-2022;Penggantian;;00000;2022-09-22
4579;NCJ14;NCJ14-1;ZZ-NCJ14-2021;Penggantian;;00000;2021-06-14
4580;NCJ14;NCJ14-1;ZZ-NCJ14-2021-2;Penggantian;;00000;2021-06-14
4581;NCJ14;NCJ14-1;ZZ-NCJ14-2021-3;Penggantian;;00000;2021-06-14
4582;NCJ14;NCJ14-1;;Lain-lain;;00000;2021-06-14
4583;NCJ14;NCJ14-2;ZZ-NCJ14-2022;Penggantian;;00000;2022-09-28
4584;NCJ14;NCJ14-2;ZZ-NCJ14-2022-2;Penggantian;;00000;2022-09-28
4585;NCJ15;NCJ15-1;ZZ-NCJ15-2022;Penggantian;;00000;2022-10-01
4586;NCJ15;NCJ15-1;CIS-NCJ15-2022;Penggantian;;00000;2022-10-01
4587;NCJ15;NCJ15-1;ZZ-NCJ15-2022-2;Penggantian;;00000;2022-10-01
4588;NCJ15;NCJ15-1;ZZ-NCJ15-2022-3;Penggantian;;00000;2022-10-01
4589;NCJ15;NCJ15-1;ZZ-NCJ15-2022-4;Penggantian;;00000;2022-10-01
4590;NCJ15;NCJ15-1;ZZ-NCJ15-2022-5;Penggantian;;00000;2022-10-01
4591;NCJ16;NCJ16-1;ZZ-NCJ16-2022;Penggantian;;00000;2022-09-16
4592;NCJ16;NCJ16-1;ZZ-NCJ16-2022-2;Penggantian;;00000;2022-09-16
4593;NCL01;NCL01-1;;Pembersihan;;00000;2021-04-18
4594;NCL01;NCL01-1;ZZ-NCL01-2021;Penggantian;;00000;2021-04-18
4595;NCL01;NCL01-2;;Perbaikan;;00000;2022-03-16
4596;NCL01;NCL01-2;;Perbaikan;;00000;2022-03-16
4597;NCL01;NCL01-2;ZZ-NCL01-2022;Penggantian;;00000;2022-03-16
4598;NCL01;NCL01-2;ZZ-NCL01-2022-2;Penggantian;;00000;2022-03-16
4599;NCL01;NCL01-2;;Lain-lain;;00000;2022-03-16
4600;NCL01;NCL01-2;;Perbaikan;;00000;2022-03-16
4601;NCL02;NCL02-1;ZZ-NCL02-2022;Penggantian;;00000;2022-08-31
4602;NCL02;NCL02-1;ZZ-NCL02-2022-2;Penggantian;;00000;2022-08-31
4603;NCL02;NCL02-1;ZZ-NCL02-2022-3;Penggantian;;00000;2022-08-31
4604;NCL02;NCL02-1;ZZ-NCL02-2022-4;Penggantian;;00000;2022-08-31
4605;NCL02;NCL02-1;ZZ-NCL02-2022-5;Penggantian;;00000;2022-08-31
4606;NCL02;NCL02-1;CIS-NCL02-2022;Penggantian;;00000;2022-08-31
4607;NCL02;NCL02-1;ZZ-NCL02-2022-6;Penggantian;;00000;2022-08-31
4608;NCL02;NCL02-1;ZZ-NCL02-2022-7;Penggantian;;00000;2022-08-31
4609;NCL02;NCL02-1;ZZ-NCL02-2022-8;Penggantian;;00000;2022-08-31
4610;NCL03;NCL03-1;;Relokasi;;00000;2022-08-31
4611;NCL03;NCL03-1;ZZ-NCL03-2022;Penggantian;;00000;2022-08-31
4612;NCL03;NCL03-1;ZZ-NCL03-2022-2;Penggantian;;00000;2022-08-31
4613;NKLLS;NKLLS-4;PB-NKLLS-2019;Penggantian;;00000;2019-09-23
4614;NKLLS;NKLLS-4;ZZ-NKLLS-2019;Penggantian;;00000;2019-09-23
4615;NKLLS;NKLLS-4;;Perbaikan;;00000;2019-09-23
4616;NKLLS;NKLLS-4;;Relokasi;;00000;2019-09-23
4617;NKLLS;NKLLS-4;;Perbaikan;;00000;2019-09-23
4618;NKLLS;NKLLS-4;;Perbaikan;;00000;2019-09-23
4619;NKLLS;NKLLS-4;;Perbaikan;;00000;2019-09-23
4620;NKLLS;NKLLS-4;;Perbaikan;;00000;2019-09-23
4621;NKLLS;NKLLS-5;;Relokasi;;00000;2020-11-29
4622;NKLLS;NKLLS-5;;Perbaikan;;00000;2020-11-29
4623;NKLLS;NKLLS-5;ZZ-NKLLS-2020;Penggantian;;00000;2020-11-29
4624;NKLLS;NKLLS-5;;Pembersihan;;00000;2020-11-29
4625;NKLLS;NKLLS-6;ZZ-NKLLS-2022;Penggantian;;00000;2022-07-21
4626;NKLLS;NKLLS-6;ZZ-NKLLS-2022-2;Penggantian;;00000;2022-07-21
4627;NKLLS;NKLLS-6;ZZ-NKLLS-2022-3;Penggantian;;00000;2022-07-21
4628;NKLLS;NKLLS-6;;Pemasangan;;00000;2022-07-21
4629;NKLLS;NKLLS-6;;Pemasangan;;00000;2022-07-21
4630;NKLLS;NKLLS-6;;Pemasangan;;00000;2022-07-21
4631;NKLLS;NKLLS-6;;Pemasangan;;00000;2022-07-21
4632;NKLLS;NKLLS-6;ZZ-NKLLS-2022-4;Penggantian;;00000;2022-07-21
4633;NKLLS;NKLLS-6;ZZ-NKLLS-2022-5;Penggantian;;00000;2022-07-21
4634;NKLLS;NKLLS-6;;Pemasangan;;00000;2022-07-21
4635;NDN11;NDN11-1;ZZ-NDN11-2022;Penggantian;;00000;2022-09-30
4636;NDN11;NDN11-1;ZZ-NDN11-2022-2;Penggantian;;00000;2022-09-30
4637;NDN11;NDN11-1;ZZ-NDN11-2022-3;Penggantian;;00000;2022-09-30
4638;NDN11;NDN11-1;ZZ-NDN11-2022-4;Penggantian;;00000;2022-09-30
4639;NDN11;NDN11-1;ZZ-NDN11-2022-5;Penggantian;;00000;2022-09-30
4640;NDN11;NDN11-1;;Lain-lain;;00000;2022-09-30
4641;NDN11;NDN11-1;;Lain-lain;;00000;2022-09-30
4642;NDN11;NDN11-1;;Pembersihan;;00000;2022-09-30
4643;NGBAS;NGBAS-1;SA-NGBAS-2020;Penggantian;;00000;2020-08-07
4644;NGBAS;NGBAS-1;ZZ-NGBAS-2020;Penggantian;;00000;2020-08-07
4645;NGBAS;NGBAS-1;ZZ-NGBAS-2020-2;Penggantian;;00000;2020-08-07
4646;NGBAS;NGBAS-1;ZZ-NGBAS-2020-3;Penggantian;;00000;2020-08-07
4647;NGBAS;NGBAS-1;CIS-NGBAS-2020;Penggantian;;00000;2020-08-07
4648;NGBAS;NGBAS-1;ZZ-NGBAS-2020-4;Penggantian;;00000;2020-08-07
4649;NGBAS;NGBAS-1;ZZ-NGBAS-2020-5;Penggantian;;00000;2020-08-07
4650;NGBAS;NGBAS-2;ZZ-NGBAS-2022;Penggantian;;00000;2022-10-31
4651;NGBAS;NGBAS-2;ZZ-NGBAS-2022-2;Penggantian;;00000;2022-10-31
4652;NGBAS;NGBAS-2;;Perbaikan;;00000;2022-10-31
4653;NGBAS;NGBAS-2;;Perbaikan;;00000;2022-10-31
4654;NGBAS;NGBAS-2;ZZ-NGBAS-2022-3;Penggantian;;00000;2022-10-31
4655;NGBAS;NGBAS-2;ZZ-NGBAS-2022-4;Penggantian;;00000;2022-10-31
4656;NGBBJ;NGBBJ-1;SA-NGBBJ-2020;Penggantian;;00000;2020-10-15
4657;NGBBJ;NGBBJ-1;;Lain-lain;;00000;2020-10-15
4658;NGBBJ;NGBBJ-1;ZZ-NGBBJ-2020;Penggantian;;00000;2020-10-15
4659;NGBBJ;NGBBJ-1;;Lain-lain;;00000;2020-10-15
4660;NGBBJ;NGBBJ-1;ZZ-NGBBJ-2020-2;Penggantian;;00000;2020-10-15
4661;NGBBJ;NGBBJ-1;ZZ-NGBBJ-2020-3;Penggantian;;00000;2020-10-15
4662;NGBBJ;NGBBJ-2;;Lain-lain;;00000;2022-07-07
4663;NGBBJ;NGBBJ-2;;Lain-lain;;00000;2022-07-07
4664;NGBBJ;NGBBJ-2;ZZ-NGBBJ-2022;Penggantian;;00000;2022-07-07
4665;NGBBJ;NGBBJ-2;;Lain-lain;;00000;2022-07-07
4666;NGBBJ;NGBBJ-2;;Lain-lain;;00000;2022-07-07
4667;NGBBJ;NGBBJ-2;;Lain-lain;;00000;2022-07-07
4668;NGBBJ;NGBBJ-2;;Lain-lain;;00000;2022-07-07
4669;NGBBS;NGBBS-1;;Relokasi;;00000;2019-10-20
4670;NGBBS;NGBBS-1;ZZ-NGBBS-2019;Penggantian;;00000;2019-10-20
4671;NGBBS;NGBBS-2;ZZ-NGBBS-2021;Penggantian;;00000;2021-11-23
4672;NGBBS;NGBBS-2;;Lain-lain;;00000;2021-11-23
4673;NGBBS;NGBBS-2;ZZ-NGBBS-2021-2;Penggantian;;00000;2021-11-23
4674;NGBBS;NGBBS-2;CIS-NGBBS-2021;Penggantian;;00000;2021-11-23
4675;NGBBS;NGBBS-2;;Lain-lain;;00000;2021-11-23
4676;NGBBS;NGBBS-2;;Perbaikan;;00000;2021-11-23
4677;NGBBS;NGBBS-2;;Lain-lain;;00000;2021-11-23
4678;NGBBS;NGBBS-2;;Lain-lain;;00000;2021-11-23
4679;NGBBS;NGBBS-2;;Lain-lain;;00000;2021-11-23
4680;NGBBS;NGBBS-2;ZZ-NGBBS-2021-3;Penggantian;;00000;2021-11-23
4681;NGBBS;NGBBS-2;;Perbaikan;;00000;2021-11-23
4682;NGBBS;NGBBS-2;;Perbaikan;;00000;2021-11-23
4683;NGBBS;NGBBS-3;ZZ-NGBBS-2022;Penggantian;;00000;2022-10-15
4684;NGBBS;NGBBS-3;ZZ-NGBBS-2022-2;Penggantian;;00000;2022-10-15
4685;NGBBS;NGBBS-3;;Perbaikan;;00000;2022-10-15
4686;NGBBS;NGBBS-3;;Perbaikan;;00000;2022-10-15
4687;NGBBS;NGBBS-3;;Perbaikan;;00000;2022-10-15
4688;NGBBS;NGBBS-3;;Perbaikan;;00000;2022-10-15
4689;NGBBS;NGBBS-3;;Undefined;;00000;2022-10-15
4690;NGBBS;NGBBS-3;;Lain-lain;;00000;2022-10-15
4691;NGBTJ;NGBTJ-1;PB-NGBTJ-2019;Penggantian;;00000;2019-05-13
4692;NGBTJ;NGBTJ-1;ZZ-NGBTJ-2019;Penggantian;;00000;2019-05-13
4693;NGBTJ;NGBTJ-1;;Lain-lain;;00000;2019-05-13
4694;NGBTJ;NGBTJ-2;ZZ-NGBTJ-2020;Penggantian;;00000;2020-12-13
4695;NGBTJ;NGBTJ-2;ZZ-NGBTJ-2020-2;Penggantian;;00000;2020-12-13
4696;NGBTJ;NGBTJ-2;ZZ-NGBTJ-2020-3;Penggantian;;00000;2020-12-13
4697;NGBTJ;NGBTJ-2;ZZ-NGBTJ-2020-4;Penggantian;;00000;2020-12-13
4698;NGBTJ;NGBTJ-2;ZZ-NGBTJ-2020-5;Penggantian;;00000;2020-12-13
4699;NGBTJ;NGBTJ-2;;Lain-lain;;00000;2020-12-13
4700;NGBTJ;NGBTJ-2;;Lain-lain;;00000;2020-12-13
4701;NGBTJ;NGBTJ-3;ZZ-NGBTJ-2022;Penggantian;;00000;2022-09-14
4702;NGBTJ;NGBTJ-3;ZZ-NGBTJ-2022-2;Penggantian;;00000;2022-09-14
4703;NGBTJ;NGBTJ-3;;Pemasangan;;00000;2022-09-14
4704;NGBTJ;NGBTJ-3;;Perbaikan;;00000;2022-09-14
4705;NGBTJ;NGBTJ-3;;Pembersihan;;00000;2022-09-14
4706;NGBTJ;NGBTJ-3;ZZ-NGBTJ-2022-3;Penggantian;;00000;2022-09-14
4707;NGGSS;NGGSS-1;SA-NGGSS-2020;Penggantian;;00000;2020-09-06
4708;NGGSS;NGGSS-1;CIS-NGGSS-2020;Penggantian;;00000;2020-09-06
4709;NGGSS;NGGSS-1;ZZ-NGGSS-2020;Penggantian;;00000;2020-09-06
4710;NGGSS;NGGSS-1;ZZ-NGGSS-2020-2;Penggantian;;00000;2020-09-06
4711;NGGSS;NGGSS-2;ZZ-NGGSS-2022;Penggantian;;00000;2022-04-17
4712;NGGSS;NGGSS-2;ZZ-NGGSS-2022-2;Penggantian;;00000;2022-04-17
4713;NGGSS;NGGSS-2;ZZ-NGGSS-2022-3;Penggantian;;00000;2022-04-17
4714;NGGSS;NGGSS-2;ZZ-NGGSS-2022-4;Penggantian;;00000;2022-04-17
4715;NGGSS;NGGSS-2;ZZ-NGGSS-2022-5;Penggantian;;00000;2022-04-17
4716;NGGSS;NGGSS-2;;Lain-lain;;00000;2022-04-17
4717;NGGSS;NGGSS-2;;Lain-lain;;00000;2022-04-17
4718;NGGUN;NGGUN-1;;Lain-lain;;00000;2019-08-16
4719;NGGUN;NGGUN-1;ZZ-NGGUN-2019;Penggantian;;00000;2019-08-16
4720;NGGUN;NGGUN-1;PB-NGGUN-2019;Penggantian;;00000;2019-08-16
4721;NGGUN;NGGUN-1;;Perbaikan;;00000;2019-08-16
4722;NGGUN;NGGUN-1;;Perbaikan;;00000;2019-08-16
4723;NGGUN;NGGUN-1;;Perbaikan;;00000;2019-08-16
4724;NGGUN;NGGUN-1;;Lain-lain;;00000;2019-08-16
4725;NGGUN;NGGUN-1;;Lain-lain;;00000;2019-08-16
4726;NGGUN;NGGUN-2;ZZ-NGGUN-2020;Penggantian;;00000;2020-11-02
4727;NGGUN;NGGUN-2;;Lain-lain;;00000;2020-11-02
4728;NGGUN;NGGUN-2;ZZ-NGGUN-2020-2;Penggantian;;00000;2020-11-02
4729;NGGUN;NGGUN-2;;Lain-lain;;00000;2020-11-02
4730;NGGUN;NGGUN-2;CIS-NGGUN-2020;Penggantian;;00000;2020-11-02
4731;NGGUN;NGGUN-2;ZZ-NGGUN-2020-3;Penggantian;;00000;2020-11-02
4732;NGGUN;NGGUN-2;ZZ-NGGUN-2020-4;Penggantian;;00000;2020-11-02
4733;NGGUN;NGGUN-3;PB-NGGUN-2022;Penggantian;;00000;2022-10-16
4734;NGGUN;NGGUN-3;ZZ-NGGUN-2022;Penggantian;;00000;2022-10-16
4735;NGGUN;NGGUN-3;ZZ-NGGUN-2022-2;Penggantian;;00000;2022-10-16
4736;NGGUN;NGGUN-3;ZZ-NGGUN-2022-3;Penggantian;;00000;2022-10-16
4737;NGI01;NGI01-1;ZZ-NGI01-2022;Penggantian;;00000;2022-09-17
4738;NGI01;NGI01-1;ZZ-NGI01-2022-2;Penggantian;;00000;2022-09-17
4739;NGI01;NGI01-1;ZZ-NGI01-2022-3;Penggantian;;00000;2022-09-17
4740;NGI01;NGI01-1;;Lain-lain;;00000;2022-09-17
4741;NGI02;NGI02-1;ZZ-NGI02-2022;Penggantian;;00000;2022-09-09
4742;NGI02;NGI02-1;ZZ-NGI02-2022-2;Penggantian;;00000;2022-09-09
4743;NGI03;NGI03-1;;Lain-lain;;00000;2021-10-01
4744;NGI03;NGI03-1;;Perbaikan;;00000;2021-10-01
4745;NGI03;NGI03-1;;Perbaikan;;00000;2021-10-01
4746;NGI03;NGI03-1;ZZ-NGI03-2021;Penggantian;;00000;2021-10-01
4747;NGI03;NGI03-1;;Perbaikan;;00000;2021-10-01
4748;NGI03;NGI03-1;ZZ-NGI03-2021-2;Penggantian;;00000;2021-10-01
4749;NGI03;NGI03-1;ZZ-NGI03-2021-3;Penggantian;;00000;2021-10-01
4750;NGI03;NGI03-1;;Lain-lain;;00000;2021-10-01
4751;NGI03;NGI03-1;;Perbaikan;;00000;2021-10-01
4752;NGI03;NGI03-1;;Perbaikan;;00000;2021-10-01
4753;NGI03;NGI03-2;ZZ-NGI03-2022;Penggantian;;00000;2022-09-21
4754;NGI04;NGI04-1;CIS-NGI04-2021;Penggantian;;00000;2021-09-29
4755;NGI04;NGI04-1;ZZ-NGI04-2021;Penggantian;;00000;2021-09-29
4756;NGI04;NGI04-1;ZZ-NGI04-2021-2;Penggantian;;00000;2021-09-29
4757;NGI04;NGI04-1;;Perbaikan;;00000;2021-09-29
4758;NGI04;NGI04-1;;Perbaikan;;00000;2021-09-29
4759;NGI04;NGI04-1;;Lain-lain;;00000;2021-09-29
4760;NGI04;NGI04-1;;Perbaikan;;00000;2021-09-29
4761;NGI04;NGI04-1;;Perbaikan;;00000;2021-09-29
4762;NGI04;NGI04-1;;Perbaikan;;00000;2021-09-29
4763;NGI04;NGI04-2;ZZ-NGI04-2022;Penggantian;;00000;2022-09-18
4764;NGI04;NGI04-2;ZZ-NGI04-2022-2;Penggantian;;00000;2022-09-18
4765;NGI04;NGI04-2;ZZ-NGI04-2022-3;Penggantian;;00000;2022-09-18
4766;NGI05;NGI05-1;ZZ-NGI05-2022;Penggantian;;00000;2022-09-15
4767;NGI05;NGI05-1;ZZ-NGI05-2022-2;Penggantian;;00000;2022-09-15
4768;NGI05;NGI05-1;CIS-NGI05-2022;Penggantian;;00000;2022-09-15
4769;NGKNT;NGKNT-1;ZZ-NGKNT-2020;Penggantian;;00000;2020-11-11
4770;NGKNT;NGKNT-1;SS-NGKNT-2020;Penggantian;;00000;2020-11-11
4771;NGKNT;NGKNT-1;;Lain-lain;;00000;2020-11-11
4772;NGKNT;NGKNT-1;;Lain-lain;;00000;2020-11-11
4773;NGKNT;NGKNT-1;CIS-NGKNT-2020;Penggantian;;00000;2020-11-11
4774;NGKNT;NGKNT-1;;Lain-lain;;00000;2020-11-11
4775;NGKNT;NGKNT-2;;Relokasi;;00000;2022-04-17
4776;NGKNT;NGKNT-2;;Undefined;;00000;2022-04-17
4777;NGKNT;NGKNT-2;;Perbaikan;;00000;2022-04-17
4778;NGKNT;NGKNT-2;;Lain-lain;;00000;2022-04-17
4779;NGKNT;NGKNT-2;ZZ-NGKNT-2022;Penggantian;;00000;2022-04-17
4780;NGKNT;NGKNT-2;CIS-NGKNT-2022;Penggantian;;00000;2022-04-17
4781;NGKNT;NGKNT-2;ZZ-NGKNT-2022-2;Penggantian;;00000;2022-04-17
4782;NGKNT;NGKNT-2;ZZ-NGKNT-2022-3;Penggantian;;00000;2022-04-17
4783;NGKNT;NGKNT-2;ZZ-NGKNT-2022-4;Penggantian;;00000;2022-04-17
4784;NGKNT;NGKNT-2;;Lain-lain;;00000;2022-04-17
4785;NGKNT;NGKNT-2;;Perbaikan;;00000;2022-04-17
4786;NGKNT;NGKNT-2;;Perbaikan;;00000;2022-04-17
4787;NGKTJ;NGKTJ-1;ZZ-NGKTJ-2019;Penggantian;;00000;2019-07-10
4788;NGKTJ;NGKTJ-1;ZZ-NGKTJ-2019-2;Penggantian;;00000;2019-07-10
4789;NGKTJ;NGKTJ-1;ZZ-NGKTJ-2019-3;Penggantian;;00000;2019-07-10
4790;NGKTJ;NGKTJ-1;;Perbaikan;;00000;2019-07-10
4791;NGKTJ;NGKTJ-1;;Perbaikan;;00000;2019-07-10
4792;NGKTJ;NGKTJ-1;;Perbaikan;;00000;2019-07-10
4793;NGKTJ;NGKTJ-1;;Perbaikan;;00000;2019-07-10
4794;NGKTJ;NGKTJ-1;;Relokasi;;00000;2019-07-10
4795;NGKTJ;NGKTJ-2;ZZ-NGKTJ-2020;Penggantian;;00000;2020-12-11
4796;NGKTJ;NGKTJ-2;;Pembersihan;;00000;2020-12-11
4797;NGKTJ;NGKTJ-2;;Perbaikan;;00000;2020-12-11
4798;NGKTJ;NGKTJ-2;;Lain-lain;;00000;2020-12-11
4799;NGKTJ;NGKTJ-2;;Lain-lain;;00000;2020-12-11
4800;NGKTJ;NGKTJ-2;;Perbaikan;;00000;2020-12-11
4801;NGKTJ;NGKTJ-3;ZZ-NGKTJ-2022;Penggantian;;00000;2022-07-14
4802;NGKTJ;NGKTJ-3;ZZ-NGKTJ-2022-2;Penggantian;;00000;2022-07-14
4803;NGKTJ;NGKTJ-3;ZZ-NGKTJ-2022-3;Penggantian;;00000;2022-07-14
4804;NGKTJ;NGKTJ-3;;Lain-lain;;00000;2022-07-14
4805;NGKTJ;NGKTJ-3;ZZ-NGKTJ-2022-4;Penggantian;;00000;2022-07-14
4806;NGKTJ;NGKTJ-3;ZZ-NGKTJ-2022-5;Penggantian;;00000;2022-07-14
4807;NGKTJ;NGKTJ-3;CIS-NGKTJ-2022;Penggantian;;00000;2022-07-14
4808;NGLLS;NGLLS-1;PB-NGLLS-2019;Penggantian;;00000;2019-09-19
4809;NGLLS;NGLLS-1;;Perbaikan;;00000;2019-09-19
4810;NGLLS;NGLLS-1;;Penggantian;;00000;2019-09-19
4811;NGLLS;NGLLS-1;;Relokasi;;00000;2019-09-19
4812;NGLLS;NGLLS-1;;Lain-lain;;00000;2019-09-19
4813;NGLLS;NGLLS-1;;Perbaikan;;00000;2019-09-19
4814;NGLLS;NGLLS-1;;Perbaikan;;00000;2019-09-19
4815;NGLLS;NGLLS-1;;Perbaikan;;00000;2019-09-19
4816;NGLLS;NGLLS-1;;Perbaikan;;00000;2019-09-19
4817;NGLLS;NGLLS-1;;Lain-lain;;00000;2019-09-19
4818;NGLLS;NGLLS-2;ZZ-NGLLS-2019;Penggantian;;00000;2019-12-07
4819;NGLLS;NGLLS-2;;Relokasi;;00000;2019-12-07
4820;NGLLS;NGLLS-2;;Relokasi;;00000;2019-12-07
4821;NGLLS;NGLLS-2;;Perbaikan;;00000;2019-12-07
4822;NGLLS;NGLLS-3;;Lain-lain;;00000;2020-11-25
4823;NGLLS;NGLLS-3;ZZ-NGLLS-2020;Penggantian;;00000;2020-11-25
4824;NGLLS;NGLLS-3;ZZ-NGLLS-2020-2;Penggantian;;00000;2020-11-25
4825;NGLLS;NGLLS-3;;Lain-lain;;00000;2020-11-25
4826;NGLLS;NGLLS-3;;Lain-lain;;00000;2020-11-25
4827;NGLLS;NGLLS-3;;Lain-lain;;00000;2020-11-25
4828;NGLLS;NGLLS-3;;Lain-lain;;00000;2020-11-25
4829;NGLLS;NGLLS-3;ZZ-NGLLS-2020-3;Penggantian;;00000;2020-11-25
4830;NGLLS;NGLLS-3;;Lain-lain;;00000;2020-11-25
4831;NGLLS;NGLLS-3;;Lain-lain;;00000;2020-11-25
4832;NGLLS;NGLLS-3;;Lain-lain;;00000;2020-11-25
4833;NGLLS;NGLLS-4;;Perbaikan;;00000;2022-07-29
4834;NGLLS;NGLLS-4;;Perbaikan;;00000;2022-07-29
4835;NGLLS;NGLLS-4;;Perbaikan;;00000;2022-07-29
4836;NGLLS;NGLLS-4;ZZ-NGLLS-2022;Penggantian;;00000;2022-07-29
4837;NGLLS;NGLLS-4;ZZ-NGLLS-2022-2;Penggantian;;00000;2022-07-29
4838;NGPBS;NGPBS-1;SA-NGPBS-2020;Penggantian;;00000;2020-09-08
4839;NGPBS;NGPBS-1;ZZ-NGPBS-2020;Penggantian;;00000;2020-09-08
4840;NGPBS;NGPBS-1;ZZ-NGPBS-2020-2;Penggantian;;00000;2020-09-08
4841;NGPBS;NGPBS-1;ZZ-NGPBS-2020-3;Penggantian;;00000;2020-09-08
4842;NGPBS;NGPBS-2;ZZ-NGPBS-2022;Penggantian;;00000;2022-09-06
4843;NGPBS;NGPBS-2;ZZ-NGPBS-2022-2;Penggantian;;00000;2022-09-06
4844;NGPBS;NGPBS-2;ZZ-NGPBS-2022-3;Penggantian;;00000;2022-09-06
4845;NGPBS;NGPBS-2;ZZ-NGPBS-2022-4;Penggantian;;00000;2022-09-06
4846;NGPBS;NGPBS-2;ZZ-NGPBS-2022-5;Penggantian;;00000;2022-09-06
4847;NGPBS;NGPBS-2;;Perbaikan;;00000;2022-09-06
4848;NGPTS;NGPTS-1;;Perbaikan;;00000;2019-07-20
4849;NGPTS;NGPTS-1;;Perbaikan;;00000;2019-07-20
4850;NGPTS;NGPTS-1;;Perbaikan;;00000;2019-07-20
4851;NGPTS;NGPTS-1;ZZ-NGPTS-2019;Penggantian;;00000;2019-07-20
4852;NGPTS;NGPTS-2;;Pemasangan;;00000;2020-11-22
4853;NGPTS;NGPTS-2;;Pemasangan;;00000;2020-11-22
